spend_date,channel,campaign,spend,attributed_revenue
2026-04-25,Shopify,Holiday Push,65.2,180.49
2026-04-25,Amazon,Clearance Remarketing,18.93,28.35
2026-04-26,Shopify,Brand Search Always-On,46.81,197.16
2026-04-26,Shopify,Prospecting Broad,91.36,113.01
2026-04-26,Amazon,Sponsored Products,61.48,178.63
2026-04-26,Amazon,Sponsored Display,32.66,47.38
2026-04-26,TikTok Shop,Creator Boost,52.72,247.21
2026-04-26,TikTok Shop,Spark Retargeting,37.64,109.87
2026-04-26,Shopify,Holiday Push,72.93,206
2026-04-27,Shopify,Brand Search Always-On,42.48,172.22
2026-04-27,Shopify,Prospecting Broad,100.82,136.15
2026-04-27,Amazon,Sponsored Products,79.06,291.55
2026-04-27,Amazon,Sponsored Display,44.38,74.42
2026-04-27,TikTok Shop,Creator Boost,65.01,212.56
2026-04-27,Shopify,Holiday Push,72.98,217.12
2026-04-27,Amazon,Clearance Remarketing,28.79,43.16
2026-04-28,Shopify,Brand Search Always-On,28.05,115.25
2026-04-28,Shopify,Prospecting Broad,58.81,100.64
2026-04-28,Amazon,Sponsored Products,43.54,170.04
2026-04-28,Amazon,Sponsored Display,35.05,54.99
2026-04-28,TikTok Shop,Creator Boost,38.22,143.16
2026-04-28,TikTok Shop,Spark Retargeting,21.54,65.27
2026-04-28,Shopify,Holiday Push,69.99,192.63
2026-04-28,Amazon,Clearance Remarketing,23.48,31.74
2026-04-29,Shopify,Prospecting Broad,107,139.9
2026-04-29,Amazon,Sponsored Products,74.2,228.43
2026-04-29,Amazon,Sponsored Display,48.03,53.2
2026-04-29,TikTok Shop,Creator Boost,55.45,194.27
2026-04-29,TikTok Shop,Spark Retargeting,40.82,116.55
2026-04-29,Shopify,Holiday Push,43.06,108.33
2026-04-29,Amazon,Clearance Remarketing,15.87,13.78
2026-04-30,Shopify,Brand Search Always-On,60.59,179.02
2026-04-30,Shopify,Prospecting Broad,49.38,61.31
2026-04-30,Amazon,Sponsored Products,48.58,126.99
2026-04-30,Amazon,Sponsored Display,36.13,51.5
2026-04-30,TikTok Shop,Creator Boost,47.85,218.85
2026-04-30,TikTok Shop,Spark Retargeting,21.43,48.86
2026-04-30,Shopify,Holiday Push,95.85,234.43
2026-04-30,Amazon,Clearance Remarketing,28.86,31.74
2026-05-01,Shopify,Brand Search Always-On,36.35,99.81
2026-05-01,Shopify,Prospecting Broad,89.12,157.76
2026-05-01,Amazon,Sponsored Products,79.68,217.98
2026-05-01,Amazon,Sponsored Display,36.76,42.8
2026-05-01,TikTok Shop,Creator Boost,67.72,198.89
2026-05-01,TikTok Shop,Spark Retargeting,31.55,102.81
2026-05-01,Shopify,Holiday Push,60.8,173.14
2026-05-01,Amazon,Clearance Remarketing,22.2,27.88
2026-05-02,Shopify,Brand Search Always-On,30.49,141.76
2026-05-02,Shopify,Prospecting Broad,91.4,129.38
2026-05-02,Amazon,Sponsored Products,77.84,260.74
2026-05-02,Amazon,Sponsored Display,30.17,58.25
2026-05-02,TikTok Shop,Creator Boost,40.2,145.65
2026-05-02,TikTok Shop,Spark Retargeting,40.7,116.68
2026-05-02,Shopify,Holiday Push,96.36,343.83
2026-05-02,Amazon,Clearance Remarketing,21.82,20.99
2026-05-03,Shopify,Brand Search Always-On,37.26,124.74
2026-05-03,Shopify,Prospecting Broad,92.67,141.25
2026-05-03,Amazon,Sponsored Products,80.66,197.73
2026-05-03,TikTok Shop,Creator Boost,44.44,201.73
2026-05-03,TikTok Shop,Spark Retargeting,36.1,121.86
2026-05-03,Shopify,Holiday Push,78.52,251.19
2026-05-03,Amazon,Clearance Remarketing,30.06,33.89
2026-05-04,Shopify,Brand Search Always-On,44.56,128.8
2026-05-04,Shopify,Prospecting Broad,70.27,80.56
2026-05-04,Amazon,Sponsored Products,41.43,99.28
2026-05-04,Amazon,Sponsored Display,29.82,51.33
2026-05-04,TikTok Shop,Creator Boost,75.93,360.01
2026-05-04,TikTok Shop,Spark Retargeting,40.61,91.59
2026-05-04,Shopify,Holiday Push,85.15,305.41
2026-05-04,Amazon,Clearance Remarketing,17.64,18.23
2026-05-05,Shopify,Brand Search Always-On,59.82,264.92
2026-05-05,Shopify,Prospecting Broad,91.35,146.49
2026-05-05,Amazon,Sponsored Products,61.08,248.53
2026-05-05,Amazon,Sponsored Display,45.86,85.17
2026-05-05,TikTok Shop,Creator Boost,55.67,254.1
2026-05-05,Shopify,Holiday Push,93.45,208.38
2026-05-06,Shopify,Brand Search Always-On,39.84,100.82
2026-05-06,Shopify,Prospecting Broad,64.07,76.05
2026-05-06,Amazon,Sponsored Products,65.33,180.08
2026-05-06,Amazon,Sponsored Display,26.06,31.68
2026-05-06,TikTok Shop,Creator Boost,35.16,164.77
2026-05-06,TikTok Shop,Spark Retargeting,39.23,101.26
2026-05-06,Shopify,Holiday Push,76.58,189.1
2026-05-06,Amazon,Clearance Remarketing,18.62,27.56
2026-05-07,Shopify,Prospecting Broad,63.44,98.12
2026-05-07,Amazon,Sponsored Products,46.94,165.35
2026-05-07,Amazon,Sponsored Display,40.71,55.64
2026-05-07,TikTok Shop,Creator Boost,33.18,98.19
2026-05-07,TikTok Shop,Spark Retargeting,18.26,45.83
2026-05-07,Shopify,Holiday Push,97.94,273.87
2026-05-07,Amazon,Clearance Remarketing,27.61,37.19
2026-05-08,Shopify,Brand Search Always-On,46.7,182.7
2026-05-08,Shopify,Prospecting Broad,95.11,112.12
2026-05-08,Amazon,Sponsored Products,40.78,102.94
2026-05-08,Amazon,Sponsored Display,33.32,35.78
2026-05-08,TikTok Shop,Creator Boost,52.9,198.27
2026-05-08,TikTok Shop,Spark Retargeting,25.09,46.53
2026-05-08,Shopify,Holiday Push,97.98,314.24
2026-05-08,Amazon,Clearance Remarketing,32.99,28.9
2026-05-09,Shopify,Brand Search Always-On,51.26,152.33
2026-05-09,Shopify,Prospecting Broad,92.17,140.2
2026-05-09,Amazon,Sponsored Products,71.52,190.38
2026-05-09,Amazon,Sponsored Display,22.31,40.18
2026-05-09,TikTok Shop,Creator Boost,36.97,157.01
2026-05-09,TikTok Shop,Spark Retargeting,37.2,101.22
2026-05-09,Shopify,Holiday Push,83.72,274.4
2026-05-09,Amazon,Clearance Remarketing,19.76,27.69
2026-05-10,Shopify,Brand Search Always-On,34.72,157.45
2026-05-10,Shopify,Prospecting Broad,110.77,180.05
2026-05-10,Amazon,Sponsored Products,40.79,127.22
2026-05-10,Amazon,Sponsored Display,46.96,60.42
2026-05-10,TikTok Shop,Creator Boost,54.43,149.87
2026-05-10,TikTok Shop,Spark Retargeting,19.24,53.46
2026-05-10,Shopify,Holiday Push,58.76,205.96
2026-05-11,Shopify,Brand Search Always-On,45.12,118.08
2026-05-11,Shopify,Prospecting Broad,64.22,108.15
2026-05-11,Amazon,Sponsored Products,71.86,221.15
2026-05-11,Amazon,Sponsored Display,40.55,53.85
2026-05-11,TikTok Shop,Creator Boost,53.99,228.52
2026-05-11,Shopify,Holiday Push,61.06,156.71
2026-05-11,Amazon,Clearance Remarketing,17.84,17.3
2026-05-12,Shopify,Brand Search Always-On,59.88,201.4
2026-05-12,Shopify,Prospecting Broad,109.41,152.5
2026-05-12,Amazon,Sponsored Products,38.86,144.68
2026-05-12,Amazon,Sponsored Display,26.49,28.99
2026-05-12,TikTok Shop,Creator Boost,50.87,174.37
2026-05-12,TikTok Shop,Spark Retargeting,29.94,76.91
2026-05-13,Amazon,Sponsored Products,81.31,207.94
2026-05-13,Amazon,Sponsored Display,30,50.34
2026-05-13,TikTok Shop,Creator Boost,74.02,363.46
2026-05-13,TikTok Shop,Spark Retargeting,26.76,84.71
2026-05-13,Shopify,Holiday Push,78.73,260.86
2026-05-13,Amazon,Clearance Remarketing,30.51,32.26
2026-05-14,Shopify,Brand Search Always-On,45.23,183.13
2026-05-14,Shopify,Prospecting Broad,108.96,143.1
2026-05-14,Amazon,Sponsored Products,73.69,294.31
2026-05-14,Amazon,Sponsored Display,21.29,22.67
2026-05-14,TikTok Shop,Creator Boost,40.73,114.33
2026-05-14,TikTok Shop,Spark Retargeting,29.29,72.88
2026-05-14,Shopify,Holiday Push,52.52,111.03
2026-05-14,Amazon,Clearance Remarketing,16.82,23.97
2026-05-15,Shopify,Brand Search Always-On,57.24,263.48
2026-05-15,Shopify,Prospecting Broad,106.19,152.28
2026-05-15,Amazon,Sponsored Products,72.95,221.97
2026-05-15,Amazon,Sponsored Display,32.06,61.93
2026-05-15,TikTok Shop,Creator Boost,59.59,191.86
2026-05-15,TikTok Shop,Spark Retargeting,18.15,40.89
2026-05-15,Shopify,Holiday Push,95.06,330.36
2026-05-15,Amazon,Clearance Remarketing,29.81,44.74
2026-05-16,Shopify,Brand Search Always-On,52.24,170.14
2026-05-16,Shopify,Prospecting Broad,103.58,128.55
2026-05-16,Amazon,Sponsored Products,66.72,173.06
2026-05-16,Amazon,Sponsored Display,26.84,35.73
2026-05-16,TikTok Shop,Creator Boost,71.11,236.21
2026-05-16,TikTok Shop,Spark Retargeting,18.45,50.74
2026-05-16,Shopify,Holiday Push,86.84,324.08
2026-05-16,Amazon,Clearance Remarketing,17.96,28.01
2026-05-17,Shopify,Brand Search Always-On,46.83,203.33
2026-05-17,Shopify,Prospecting Broad,56.94,99.79
2026-05-17,Amazon,Sponsored Products,52.38,179.78
2026-05-17,TikTok Shop,Creator Boost,68.41,276.55
2026-05-17,TikTok Shop,Spark Retargeting,38.6,91.07
2026-05-17,Shopify,Holiday Push,86.68,207.26
2026-05-17,Amazon,Clearance Remarketing,29.3,29.65
2026-05-18,Shopify,Brand Search Always-On,28.8,103.98
2026-05-18,Shopify,Prospecting Broad,94.56,107.23
2026-05-18,Amazon,Sponsored Products,40.22,110.28
2026-05-18,Amazon,Sponsored Display,37,61.88
2026-05-18,TikTok Shop,Creator Boost,38.91,130.45
2026-05-18,Shopify,Holiday Push,58.26,163.82
2026-05-18,Amazon,Clearance Remarketing,17.78,27.13
2026-05-19,Shopify,Prospecting Broad,73.42,101.04
2026-05-19,Amazon,Sponsored Products,80.98,260.66
2026-05-19,Amazon,Sponsored Display,30.7,46.76
2026-05-19,TikTok Shop,Creator Boost,63.43,243.73
2026-05-19,TikTok Shop,Spark Retargeting,21.91,60.24
2026-05-19,Shopify,Holiday Push,49.45,128.78
2026-05-19,Amazon,Clearance Remarketing,18.47,18.71
2026-05-20,Shopify,Brand Search Always-On,44.14,185.08
2026-05-20,Shopify,Prospecting Broad,69.94,81.87
2026-05-20,Amazon,Sponsored Products,72.96,166.4
2026-05-20,Amazon,Sponsored Display,28.61,41.66
2026-05-20,TikTok Shop,Spark Retargeting,22.12,60.65
2026-05-20,Shopify,Holiday Push,57.34,212.66
2026-05-20,Amazon,Clearance Remarketing,32.54,46.63
2026-05-21,Shopify,Brand Search Always-On,53,138.49
2026-05-21,Shopify,Prospecting Broad,111.89,152.61
2026-05-21,Amazon,Sponsored Products,46.35,181.96
2026-05-21,TikTok Shop,Creator Boost,61.59,228
2026-05-21,TikTok Shop,Spark Retargeting,35.41,72.15
2026-05-21,Shopify,Holiday Push,75.67,167.04
2026-05-21,Amazon,Clearance Remarketing,18.69,15.75
2026-05-22,Shopify,Brand Search Always-On,27.88,79.62
2026-05-22,Amazon,Sponsored Products,48.75,117.47
2026-05-22,Amazon,Sponsored Display,44.62,61.92
2026-05-22,TikTok Shop,Creator Boost,59.32,253.48
2026-05-22,TikTok Shop,Spark Retargeting,19.88,60.02
2026-05-22,Shopify,Holiday Push,61.64,193.62
2026-05-22,Amazon,Clearance Remarketing,15.47,19.34
2026-05-23,Shopify,Brand Search Always-On,60.75,279.45
2026-05-23,Shopify,Prospecting Broad,86.95,104.48
2026-05-23,Amazon,Sponsored Display,40.16,72.72
2026-05-23,TikTok Shop,Spark Retargeting,33.9,93.2
2026-05-23,Shopify,Holiday Push,46.06,166.46
2026-05-23,Amazon,Clearance Remarketing,20.36,25.91
2026-05-24,Shopify,Brand Search Always-On,32.81,137.52
2026-05-24,Shopify,Prospecting Broad,98.5,171.28
2026-05-24,Amazon,Sponsored Display,41.2,53.6
2026-05-24,TikTok Shop,Creator Boost,52.61,255.98
2026-05-24,TikTok Shop,Spark Retargeting,20.58,38.63
2026-05-24,Shopify,Holiday Push,51.38,130.59
2026-05-24,Amazon,Clearance Remarketing,20.91,20.91
2026-05-25,Shopify,Brand Search Always-On,62.92,250.81
2026-05-25,Shopify,Prospecting Broad,105.61,151.14
2026-05-25,Amazon,Sponsored Products,68.31,190.51
2026-05-25,Amazon,Sponsored Display,27.81,45.86
2026-05-25,TikTok Shop,Creator Boost,72.92,338.14
2026-05-25,TikTok Shop,Spark Retargeting,36.86,101.91
2026-05-25,Amazon,Clearance Remarketing,30.81,44.16
2026-05-26,Shopify,Brand Search Always-On,27.62,109.69
2026-05-26,Shopify,Prospecting Broad,84.72,114.17
2026-05-26,Amazon,Sponsored Products,73.57,284.79
2026-05-26,Amazon,Sponsored Display,36.92,69.51
2026-05-26,TikTok Shop,Creator Boost,52.83,259.94
2026-05-26,TikTok Shop,Spark Retargeting,40.98,104.63
2026-05-26,Shopify,Holiday Push,96.43,206.65
2026-05-27,Shopify,Brand Search Always-On,52.29,239.21
2026-05-27,Shopify,Prospecting Broad,84.79,125.74
2026-05-27,Amazon,Sponsored Display,24.47,32.09
2026-05-27,TikTok Shop,Creator Boost,73.7,255.38
2026-05-27,TikTok Shop,Spark Retargeting,24.1,59.41
2026-05-27,Amazon,Clearance Remarketing,32.83,50.72
2026-05-28,Shopify,Brand Search Always-On,47.29,176.79
2026-05-28,Shopify,Prospecting Broad,81.44,89.42
2026-05-28,Amazon,Sponsored Products,53.07,190.96
2026-05-28,TikTok Shop,Creator Boost,47.61,222.3
2026-05-28,TikTok Shop,Spark Retargeting,21.84,66.7
2026-05-28,Shopify,Holiday Push,73.27,156.37
2026-05-28,Amazon,Clearance Remarketing,23.91,32.71
2026-05-29,Shopify,Brand Search Always-On,36.05,97.4
2026-05-29,Shopify,Prospecting Broad,60.34,98.1
2026-05-29,Amazon,Sponsored Products,71.08,227.26
2026-05-29,Amazon,Sponsored Display,46.4,77.17
2026-05-29,TikTok Shop,Creator Boost,51.63,245.85
2026-05-29,TikTok Shop,Spark Retargeting,37.62,107.21
2026-05-29,Shopify,Holiday Push,65.1,138.31
2026-05-29,Amazon,Clearance Remarketing,29.75,42.61
2026-05-30,Shopify,Brand Search Always-On,38.48,126.4
2026-05-30,Shopify,Prospecting Broad,54.12,81.42
2026-05-30,Amazon,Sponsored Products,69.34,196.75
2026-05-30,Amazon,Sponsored Display,25.53,32.91
2026-05-30,TikTok Shop,Creator Boost,40.32,193.07
2026-05-30,TikTok Shop,Spark Retargeting,35.89,80.75
2026-05-30,Shopify,Holiday Push,95.12,315.76
2026-05-30,Amazon,Clearance Remarketing,22.19,31.2
2026-05-31,Shopify,Prospecting Broad,76.81,126.89
2026-05-31,Amazon,Sponsored Products,79.8,324.19
2026-05-31,Amazon,Sponsored Display,48.56,84.18
2026-05-31,TikTok Shop,Creator Boost,38.69,156.82
2026-05-31,TikTok Shop,Spark Retargeting,33.17,82.9
2026-05-31,Shopify,Holiday Push,46.37,172.65
2026-05-31,Amazon,Clearance Remarketing,17.6,27.24
2026-06-01,Shopify,Brand Search Always-On,33.08,123.97
2026-06-01,Shopify,Prospecting Broad,58.43,91.2
2026-06-01,Amazon,Sponsored Display,35.19,68.31
2026-06-01,TikTok Shop,Creator Boost,74.77,323.35
2026-06-01,TikTok Shop,Spark Retargeting,29.56,70.51
2026-06-01,Shopify,Holiday Push,97.25,340.06
2026-06-01,Amazon,Clearance Remarketing,15.08,20.3
2026-06-02,Shopify,Brand Search Always-On,31.49,140.75
2026-06-02,Shopify,Prospecting Broad,110.35,140.38
2026-06-02,Amazon,Sponsored Products,74.16,275.63
2026-06-02,Amazon,Sponsored Display,48.47,58.72
2026-06-02,TikTok Shop,Creator Boost,33.58,104.7
2026-06-02,TikTok Shop,Spark Retargeting,18.18,54.08
2026-06-02,Shopify,Holiday Push,48.86,175.8
2026-06-02,Amazon,Clearance Remarketing,33.36,42.17
2026-06-03,Shopify,Brand Search Always-On,38.7,99.58
2026-06-03,Shopify,Prospecting Broad,109.04,131.82
2026-06-03,Amazon,Sponsored Display,34.17,62.18
2026-06-03,TikTok Shop,Creator Boost,33.69,132.33
2026-06-03,TikTok Shop,Spark Retargeting,37.54,108.04
2026-06-04,Amazon,Sponsored Products,42.39,136.61
2026-06-04,Amazon,Sponsored Display,36.08,40.56
2026-06-04,TikTok Shop,Creator Boost,45.65,161.5
2026-06-04,TikTok Shop,Spark Retargeting,35.38,70.71
2026-06-04,Shopify,Holiday Push,76.27,167.93
2026-06-04,Amazon,Clearance Remarketing,20.35,31.09
2026-06-05,Shopify,Prospecting Broad,89.41,161.47
2026-06-05,Amazon,Sponsored Products,64.88,254.87
2026-06-05,TikTok Shop,Creator Boost,40.21,119.3
2026-06-05,TikTok Shop,Spark Retargeting,24.94,63.99
2026-06-05,Shopify,Holiday Push,50.59,165.4
2026-06-05,Amazon,Clearance Remarketing,23.05,30.56
2026-06-06,Shopify,Prospecting Broad,58.15,63.54
2026-06-06,Amazon,Sponsored Products,78.54,308.14
2026-06-06,Amazon,Sponsored Display,38.87,63.4
2026-06-06,TikTok Shop,Creator Boost,65.64,292.04
2026-06-06,TikTok Shop,Spark Retargeting,19.09,42.1
2026-06-06,Shopify,Holiday Push,48.76,151.1
2026-06-06,Amazon,Clearance Remarketing,17.74,23.73
2026-06-07,Shopify,Brand Search Always-On,44.7,114.61
2026-06-07,Shopify,Prospecting Broad,68.91,82.52
2026-06-07,Shopify,Holiday Push,78.99,162.47
2026-06-07,Amazon,Clearance Remarketing,21.14,19.24
2026-06-08,Shopify,Brand Search Always-On,43.68,166.74
2026-06-08,Shopify,Prospecting Broad,54.01,93.29
2026-06-08,Amazon,Sponsored Products,72.17,265.23
2026-06-08,Amazon,Sponsored Display,37.29,41.88
2026-06-08,TikTok Shop,Creator Boost,40.77,154.76
2026-06-08,TikTok Shop,Spark Retargeting,37.1,89.26
2026-06-08,Shopify,Holiday Push,47.51,171.23
2026-06-08,Amazon,Clearance Remarketing,34.87,47.22
2026-06-09,Shopify,Brand Search Always-On,29.75,121
2026-06-09,Shopify,Prospecting Broad,49,88.6
2026-06-09,Amazon,Sponsored Products,52.63,173.56
2026-06-09,TikTok Shop,Creator Boost,37.95,148.59
2026-06-09,TikTok Shop,Spark Retargeting,36.39,110.35
2026-06-09,Shopify,Holiday Push,81.22,177.14
2026-06-09,Amazon,Clearance Remarketing,27.63,23.25
2026-06-10,Shopify,Brand Search Always-On,37.48,117.16
2026-06-10,Shopify,Prospecting Broad,86.38,134.73
2026-06-10,Amazon,Sponsored Products,48.82,147.34
2026-06-10,Amazon,Sponsored Display,22.67,30.67
2026-06-10,TikTok Shop,Creator Boost,45.56,125.28
2026-06-10,TikTok Shop,Spark Retargeting,39.53,130.05
2026-06-10,Shopify,Holiday Push,48.17,176.61
2026-06-10,Amazon,Clearance Remarketing,19.06,25.03
2026-06-11,Shopify,Prospecting Broad,98.4,127.89
2026-06-11,Amazon,Sponsored Products,47.15,127.29
2026-06-11,Amazon,Sponsored Display,35.18,57.06
2026-06-11,TikTok Shop,Creator Boost,57.64,212.32
2026-06-11,TikTok Shop,Spark Retargeting,27.37,89.01
2026-06-11,Shopify,Holiday Push,51.94,112.08
2026-06-11,Amazon,Clearance Remarketing,33.33,37.36
2026-06-12,Shopify,Brand Search Always-On,47.77,148.3
2026-06-12,Shopify,Prospecting Broad,76.54,90.22
2026-06-12,Amazon,Sponsored Products,47.62,185.08
2026-06-12,Amazon,Sponsored Display,39.53,42.34
2026-06-12,TikTok Shop,Spark Retargeting,24.77,52.27
2026-06-12,Shopify,Holiday Push,89.76,271.45
2026-06-12,Amazon,Clearance Remarketing,17.86,19.1
2026-06-13,Shopify,Brand Search Always-On,33.38,92.93
2026-06-13,Amazon,Sponsored Products,58.19,200.06
2026-06-13,Amazon,Sponsored Display,44.99,50.67
2026-06-13,TikTok Shop,Creator Boost,65.18,189.85
2026-06-13,TikTok Shop,Spark Retargeting,30.86,103.72
2026-06-13,Shopify,Holiday Push,87.78,268.94
2026-06-13,Amazon,Clearance Remarketing,20.37,20.35
2026-06-14,Shopify,Brand Search Always-On,62.87,254.81
2026-06-14,Shopify,Prospecting Broad,108.17,116.83
2026-06-14,Amazon,Sponsored Products,54.69,166.32
2026-06-14,Amazon,Sponsored Display,35.81,45.81
2026-06-14,TikTok Shop,Creator Boost,41.69,152.96
2026-06-14,TikTok Shop,Spark Retargeting,25.76,62.14
2026-06-14,Amazon,Clearance Remarketing,19.14,24.17
2026-06-15,Shopify,Brand Search Always-On,44.68,152.54
2026-06-15,Shopify,Prospecting Broad,111.87,139.24
2026-06-15,Amazon,Sponsored Products,56.32,201.98
2026-06-15,Amazon,Sponsored Display,25.03,42.91
2026-06-15,TikTok Shop,Creator Boost,72.79,206.57
2026-06-15,TikTok Shop,Spark Retargeting,29.44,87.44
2026-06-15,Shopify,Holiday Push,77.32,229.67
2026-06-15,Amazon,Clearance Remarketing,16.88,21.53
2026-06-16,Shopify,Brand Search Always-On,36.08,91.04
2026-06-16,Shopify,Prospecting Broad,68.04,113.75
2026-06-16,Amazon,Sponsored Products,39.81,105.71
2026-06-16,Amazon,Sponsored Display,27.79,48.38
2026-06-16,TikTok Shop,Creator Boost,56.37,274.65
2026-06-16,TikTok Shop,Spark Retargeting,36.94,101.96
2026-06-16,Shopify,Holiday Push,87.63,238.67
2026-06-16,Amazon,Clearance Remarketing,18.74,20.66
2026-06-17,Shopify,Brand Search Always-On,51.17,138.44
2026-06-17,Shopify,Prospecting Broad,66.54,107.83
2026-06-17,Amazon,Sponsored Products,38.7,94.91
2026-06-17,Amazon,Sponsored Display,23.71,35.59
2026-06-17,TikTok Shop,Creator Boost,64.8,258.48
2026-06-17,TikTok Shop,Spark Retargeting,25.9,84.18
2026-06-17,Shopify,Holiday Push,66.85,178.81
2026-06-17,Amazon,Clearance Remarketing,20.37,22.87
2026-06-18,Shopify,Brand Search Always-On,37.8,145.53
2026-06-18,Shopify,Prospecting Broad,101.34,162.86
2026-06-18,Amazon,Sponsored Products,42.17,165.54
2026-06-18,Amazon,Sponsored Display,24.22,37.3
2026-06-18,TikTok Shop,Creator Boost,61.25,300.57
2026-06-18,TikTok Shop,Spark Retargeting,37.08,84.66
2026-06-18,Shopify,Holiday Push,71.4,220.16
2026-06-18,Amazon,Clearance Remarketing,15.9,17.6
2026-06-19,Shopify,Prospecting Broad,72.08,97
2026-06-19,Amazon,Sponsored Products,57.41,131.53
2026-06-19,Amazon,Sponsored Display,38.87,52.74
2026-06-19,TikTok Shop,Creator Boost,55.71,194.05
2026-06-19,TikTok Shop,Spark Retargeting,22.59,65.19
2026-06-19,Shopify,Holiday Push,61.31,141.61
2026-06-19,Amazon,Clearance Remarketing,26.49,39.13
2026-06-20,Shopify,Brand Search Always-On,44.39,112.61
2026-06-20,Shopify,Prospecting Broad,60.02,62.15
2026-06-20,Amazon,Sponsored Products,55.91,194.5
2026-06-20,Amazon,Sponsored Display,46.27,61.38
2026-06-20,TikTok Shop,Creator Boost,47.99,183.63
2026-06-20,TikTok Shop,Spark Retargeting,31.4,58.38
2026-06-20,Amazon,Clearance Remarketing,18.84,23.59
2026-06-21,Shopify,Brand Search Always-On,58.81,177.87
2026-06-21,Shopify,Prospecting Broad,83.54,92.54
2026-06-21,Amazon,Sponsored Products,74.31,196.71
2026-06-21,Amazon,Sponsored Display,32.71,53.08
2026-06-21,TikTok Shop,Creator Boost,55.39,187.81
2026-06-21,TikTok Shop,Spark Retargeting,34.34,106.8
2026-06-21,Shopify,Holiday Push,59.53,122.47
2026-06-21,Amazon,Clearance Remarketing,17.46,24.58
2026-06-22,Shopify,Brand Search Always-On,53.22,194.22
2026-06-22,Shopify,Prospecting Broad,66.68,97.31
2026-06-22,Amazon,Sponsored Products,41.91,109.18
2026-06-22,Amazon,Sponsored Display,48.62,80.97
2026-06-22,TikTok Shop,Creator Boost,72.41,283.47
2026-06-22,TikTok Shop,Spark Retargeting,33.51,106.35
2026-06-22,Shopify,Holiday Push,78.88,204.22
2026-06-22,Amazon,Clearance Remarketing,34.86,32.48
2026-06-23,Shopify,Brand Search Always-On,49.72,142.67
2026-06-23,Shopify,Prospecting Broad,68.09,106.52
2026-06-23,Amazon,Sponsored Products,41.22,103.92
2026-06-23,TikTok Shop,Creator Boost,55.27,222.66
2026-06-23,TikTok Shop,Spark Retargeting,41.04,93.66
2026-06-23,Amazon,Clearance Remarketing,34.29,42.93
2026-06-24,Shopify,Brand Search Always-On,60.17,237.47
2026-06-24,Amazon,Sponsored Display,44.56,46.93
2026-06-24,TikTok Shop,Spark Retargeting,30.71,94.87
2026-06-24,Shopify,Holiday Push,50.67,173.96
2026-06-24,Amazon,Clearance Remarketing,19.42,22.83
2026-06-25,Shopify,Brand Search Always-On,53.72,192.39
2026-06-25,Shopify,Prospecting Broad,64.18,92.28
2026-06-25,Amazon,Sponsored Products,49.07,177.32
2026-06-25,Amazon,Sponsored Display,47.29,60.56
2026-06-25,TikTok Shop,Creator Boost,37.17,179.73
2026-06-25,TikTok Shop,Spark Retargeting,18.95,41.26
2026-06-25,Shopify,Holiday Push,61.52,176.27
2026-06-25,Amazon,Clearance Remarketing,27.43,29.67
2026-06-26,Shopify,Brand Search Always-On,45.7,148.38
2026-06-26,Shopify,Prospecting Broad,84.43,118.77
2026-06-26,Amazon,Sponsored Products,63.47,227.58
2026-06-26,Amazon,Sponsored Display,33.43,44.46
2026-06-26,TikTok Shop,Creator Boost,72.52,226.12
2026-06-26,TikTok Shop,Spark Retargeting,30.66,58.67
2026-06-26,Shopify,Holiday Push,96.63,309.48
2026-06-26,Amazon,Clearance Remarketing,18.44,24.81
2026-06-27,Shopify,Brand Search Always-On,43.59,115.71
2026-06-27,Shopify,Prospecting Broad,101.68,175.47
2026-06-27,Amazon,Sponsored Products,52.14,204.71
2026-06-27,Amazon,Sponsored Display,45.51,86.03
2026-06-27,TikTok Shop,Creator Boost,56.65,206.24
2026-06-27,TikTok Shop,Spark Retargeting,41.54,93.24
2026-06-27,Shopify,Holiday Push,74.82,241.11
2026-06-27,Amazon,Clearance Remarketing,30,32.47
2026-06-28,Amazon,Sponsored Products,63.84,181.24
2026-06-28,Amazon,Sponsored Display,46.74,53.82
2026-06-28,TikTok Shop,Creator Boost,70.58,324.67
2026-06-28,TikTok Shop,Spark Retargeting,36.26,91.01
2026-06-28,Shopify,Holiday Push,88.74,255.57
2026-06-28,Amazon,Clearance Remarketing,21.39,20.12
2026-06-29,Shopify,Brand Search Always-On,37.27,123.11
2026-06-29,Shopify,Prospecting Broad,62.56,102.95
2026-06-29,Amazon,Sponsored Products,70.76,199.11
2026-06-29,Amazon,Sponsored Display,27.1,41.7
2026-06-29,TikTok Shop,Creator Boost,68.93,232.63
2026-06-29,TikTok Shop,Spark Retargeting,24.08,67.43
2026-06-29,Amazon,Clearance Remarketing,24.07,21.23
2026-06-30,Shopify,Brand Search Always-On,48.97,210.68
2026-06-30,Amazon,Sponsored Products,36.89,87.28
2026-06-30,Amazon,Sponsored Display,25.61,36.02
2026-06-30,TikTok Shop,Creator Boost,51.71,182.25
2026-06-30,TikTok Shop,Spark Retargeting,19.21,59.58
2026-06-30,Shopify,Holiday Push,43.81,154.77
2026-06-30,Amazon,Clearance Remarketing,16.98,23.14
2026-07-01,Shopify,Brand Search Always-On,62.26,244.33
2026-07-01,Shopify,Prospecting Broad,54.86,66.34
2026-07-01,Amazon,Sponsored Products,68.69,154.79
2026-07-01,Amazon,Sponsored Display,36.43,60.58
2026-07-01,TikTok Shop,Creator Boost,56.83,271.16
