order_id,gateway,gross,processing_fee,platform_fee,net_payout,payout_date
ORD001895,Amazon Marketplace,164.16,0,24.62,139.54,2025-08-18
ORD001896,Shopify Payments,232.34,7.04,0,225.3,2025-09-16
ORD001897,Shopify Payments,68.8,2.3,0,66.5,2025-08-01
ORD001899,TikTok Payments,316.44,6.33,18.99,291.12,2026-06-05
ORD001901,Shopify Payments,232.87,7.05,0,225.82,2025-10-29
ORD001902,Amazon Marketplace,30.24,0,4.54,25.7,2026-03-24
ORD001903,Shopify Payments,112.9,3.57,0,109.33,2025-11-30
ORD001904,Walmart Marketplace,358.51,0,43.02,315.49,2025-08-15
ORD001905,Amazon Marketplace,225.55,0,33.83,191.72,2025-10-14
ORD001907,Shopify Payments,56.84,1.95,0,54.89,2025-08-17
ORD001908,Amazon Marketplace,217.01,0,32.55,184.46,2025-09-27
ORD001909,Amazon Marketplace,54.88,0,8.23,46.65,2026-05-24
ORD001910,Walmart Marketplace,177.16,0,21.26,155.9,2026-01-20
ORD001911,Walmart Marketplace,114.27,0,13.71,100.56,2026-02-28
ORD001913,Amazon Marketplace,264.69,0,39.7,224.99,2026-05-24
ORD001914,Walmart Marketplace,245.21,0,29.43,215.78,2025-09-01
ORD001915,TikTok Payments,280.89,5.62,16.85,258.42,2026-02-02
ORD001916,Shopify Payments,110.4,3.5,0,106.9,2026-01-18
ORD001917,Walmart Marketplace,78.32,0,9.4,68.92,2026-06-08
ORD001918,TikTok Payments,50.47,1.01,3.03,46.43,2025-12-21
ORD001919,Shopify Payments,215.49,6.55,0,208.94,2026-02-11
ORD001920,Amazon Marketplace,179.68,0,26.95,152.73,2026-03-26
ORD001921,Shopify Payments,279.73,8.41,0,271.32,2025-09-08
ORD001922,TikTok Payments,203.93,4.08,12.24,187.61,2026-01-24
ORD001923,TikTok Payments,443.01,8.86,26.58,407.57,2026-02-12
ORD001924,Walmart Marketplace,195.22,0,23.43,171.79,2025-11-03
ORD001925,Walmart Marketplace,51.78,0,6.21,45.57,2026-04-03
ORD001926,TikTok Payments,249.9,5,14.99,229.91,2025-08-18
ORD001927,TikTok Payments,342.09,6.84,20.53,314.72,2026-05-10
ORD001928,Amazon Marketplace,110.4,0,16.56,93.84,2026-06-09
ORD001930,Shopify Payments,303,9.09,0,293.91,2026-06-30
ORD001931,TikTok Payments,237.52,4.75,14.25,218.52,2026-04-15
ORD001932,Shopify Payments,111.41,3.53,0,107.88,2026-02-14
ORD001935,TikTok Payments,331.08,6.62,19.86,304.6,2026-04-07
ORD001936,TikTok Payments,52.98,1.06,3.18,48.74,2025-08-14
ORD001938,Walmart Marketplace,134.58,0,16.15,118.43,2026-02-11
ORD001939,Amazon Marketplace,340.41,0,51.06,289.35,2026-07-05
ORD001940,TikTok Payments,49.77,1,2.99,45.78,2026-01-03
ORD001942,Amazon Marketplace,180.31,0,27.05,153.26,2026-05-01
ORD001943,Amazon Marketplace,271.21,0,40.68,230.53,2025-09-18
ORD001945,Amazon Marketplace,110.4,0,16.56,93.84,2026-05-11
ORD001946,Shopify Payments,138.78,4.32,0,134.46,2026-07-16
ORD001948,Shopify Payments,31.61,1.22,0,30.39,2025-08-26
ORD001950,Amazon Marketplace,177.55,0,26.63,150.92,2025-09-09
ORD001951,Shopify Payments,138.51,4.32,0,134.19,2025-11-30
ORD001952,Shopify Payments,42.07,1.52,0,40.55,2026-03-20
ORD001953,Walmart Marketplace,287.88,0,34.55,253.33,2025-10-05
ORD001954,Shopify Payments,132.3,4.14,0,128.16,2025-08-21
ORD001957,Walmart Marketplace,295.1,0,35.41,259.69,2026-04-09
ORD001958,Walmart Marketplace,161.33,0,19.36,141.97,2026-04-10
ORD001959,TikTok Payments,418.86,8.38,25.13,385.35,2026-03-18
ORD001960,Amazon Marketplace,47.7,0,7.16,40.54,2026-03-09
ORD001961,Shopify Payments,167.16,5.15,0,162.01,2026-05-01
ORD001962,Amazon Marketplace,181.06,0,27.16,153.9,2025-12-13
ORD001963,Shopify Payments,81.84,2.67,0,79.17,2025-12-22
ORD001964,Walmart Marketplace,97.47,0,11.7,85.77,2026-03-30
ORD001965,Amazon Marketplace,176.06,0,26.41,149.65,2026-03-02
ORD001966,Walmart Marketplace,187.85,0,22.54,165.31,2025-12-02
ORD001967,Shopify Payments,217.7,6.61,0,211.09,2026-01-20
ORD001968,Walmart Marketplace,102.27,0,12.27,90,2026-02-21
ORD001969,Walmart Marketplace,82.8,0,9.94,72.86,2026-03-31
ORD001972,Amazon Marketplace,83.58,0,12.54,71.04,2026-06-12
ORD001973,TikTok Payments,255.99,5.12,15.36,235.51,2026-04-30
ORD001974,Walmart Marketplace,116.06,0,13.93,102.13,2025-09-23
ORD001975,Amazon Marketplace,175.7,0,26.35,149.35,2026-07-06
ORD001977,Walmart Marketplace,345.18,0,41.42,303.76,2026-04-17
ORD001978,Amazon Marketplace,182.65,0,27.4,155.25,2026-07-15
ORD001979,Walmart Marketplace,177,0,21.24,155.76,2026-06-02
ORD001980,Amazon Marketplace,96.7,0,14.5,82.2,2026-03-10
ORD001981,Walmart Marketplace,146.55,0,17.59,128.96,2026-05-14
ORD001982,Shopify Payments,218.77,6.64,0,212.13,2026-06-30
ORD001984,Amazon Marketplace,240.02,0,36,204.02,2026-01-24
ORD001987,TikTok Payments,300.19,6,18.01,276.18,2025-10-30
ORD001988,Amazon Marketplace,157.01,0,23.55,133.46,2026-01-15
ORD001989,Amazon Marketplace,88.84,0,13.33,75.51,2025-12-17
ORD001990,Shopify Payments,68.66,2.29,0,66.37,2026-06-14
ORD001991,Shopify Payments,149.82,4.64,0,145.18,2026-01-20
ORD001992,Shopify Payments,92.52,2.98,0,89.54,2025-12-29
ORD001993,Shopify Payments,197.25,6.02,0,191.23,2026-01-04
ORD001994,Amazon Marketplace,355.8,0,53.37,302.43,2026-05-20
ORD001995,TikTok Payments,283.64,5.67,17.02,260.95,2025-09-08
ORD001996,Amazon Marketplace,209.92,0,31.49,178.43,2025-12-09
ORD001997,Walmart Marketplace,27.39,0,3.29,24.1,2026-01-20
ORD001998,Amazon Marketplace,193.92,0,29.09,164.83,2025-12-08
ORD001999,Walmart Marketplace,397.17,0,47.66,349.51,2026-04-25
ORD002000,Walmart Marketplace,169.46,0,20.34,149.12,2025-11-14
ORD002001,Shopify Payments,265.51,8,0,257.51,2025-12-21
ORD002002,Walmart Marketplace,316.23,0,37.95,278.28,2025-10-07
ORD002004,Walmart Marketplace,200.11,0,24.01,176.1,2026-08-03
ORD002005,Walmart Marketplace,144.08,0,17.29,126.79,2026-02-09
ORD002006,Amazon Marketplace,119.94,0,17.99,101.95,2025-09-03
ORD002007,TikTok Payments,263,5.26,15.78,241.96,2025-09-05
ORD002008,Amazon Marketplace,66.7,0,10.01,56.69,2026-06-29
ORD002009,Walmart Marketplace,48.48,0,5.82,42.66,2025-09-11
ORD002010,TikTok Payments,202.79,4.06,12.17,186.56,2025-09-06
ORD002011,Walmart Marketplace,251.74,0,30.21,221.53,2026-01-23
ORD002012,TikTok Payments,84.59,1.69,5.08,77.82,2025-09-08
ORD002013,Amazon Marketplace,138.78,0,20.82,117.96,2026-05-24
ORD002015,Shopify Payments,140.92,4.39,0,136.53,2025-12-19
ORD002016,TikTok Payments,108.6,2.17,6.52,99.91,2026-06-12
ORD002017,TikTok Payments,55.2,1.1,3.31,50.79,2025-09-21
ORD002018,Walmart Marketplace,97.7,0,11.72,85.98,2026-03-12
ORD002019,TikTok Payments,127.32,2.55,7.64,117.13,2025-08-24
ORD002020,Walmart Marketplace,93.96,0,11.28,82.68,2026-03-23
ORD002021,Shopify Payments,287.68,8.64,0,279.04,2026-03-03
ORD002023,TikTok Payments,138.14,2.76,8.29,127.09,2025-12-09
ORD002024,Amazon Marketplace,153.88,0,23.08,130.8,2026-04-27
ORD002026,TikTok Payments,85.26,1.71,5.12,78.43,2026-01-09
ORD002028,Amazon Marketplace,195.4,0,29.31,166.09,2026-07-13
ORD002030,Amazon Marketplace,258.42,0,38.76,219.66,2026-08-09
ORD002031,Walmart Marketplace,284.59,0,34.15,250.44,2026-05-28
ORD002033,TikTok Payments,56.14,1.12,3.37,51.65,2026-07-06
ORD002035,Walmart Marketplace,102.34,0,12.28,90.06,2026-05-15
ORD002036,Walmart Marketplace,218.47,0,26.22,192.25,2025-08-28
ORD002037,TikTok Payments,341.34,6.83,20.48,314.03,2025-11-21
ORD002038,Walmart Marketplace,38.63,0,4.64,33.99,2026-03-30
ORD002039,TikTok Payments,82.17,1.64,4.93,75.6,2025-11-30
ORD002040,Amazon Marketplace,183.01,0,27.45,155.56,2025-12-23
ORD002041,Amazon Marketplace,105.69,0,15.85,89.84,2025-09-17
ORD002042,Amazon Marketplace,224.56,0,33.68,190.88,2026-03-22
ORD002043,Shopify Payments,38.63,1.42,0,37.21,2026-02-10
ORD002044,Shopify Payments,328.68,9.83,0,318.85,2025-10-17
ORD002047,Shopify Payments,287.04,8.62,0,278.42,2026-02-01
ORD002049,Walmart Marketplace,281.61,0,33.79,247.82,2026-07-03
ORD002051,TikTok Payments,84.96,1.7,5.1,78.16,2025-12-16
ORD002052,TikTok Payments,371.76,7.44,22.31,342.01,2026-06-25
ORD002053,Amazon Marketplace,110.4,0,16.56,93.84,2026-03-12
ORD002055,Shopify Payments,120.12,3.78,0,116.34,2025-09-10
ORD002057,Shopify Payments,293.11,8.8,0,284.31,2025-11-13
ORD002058,Amazon Marketplace,56.84,0,8.53,48.31,2026-03-18
ORD002059,Shopify Payments,41.84,1.51,0,40.33,2025-10-23
ORD002060,Shopify Payments,284.8,8.56,0,276.24,2026-06-06
ORD002061,TikTok Payments,24.58,0.49,1.47,22.62,2026-01-15
ORD002062,Walmart Marketplace,59.25,0,7.11,52.14,2026-07-03
ORD002064,Walmart Marketplace,221.06,0,26.53,194.53,2026-06-02
ORD002065,Walmart Marketplace,427.06,0,51.25,375.81,2026-06-22
ORD002066,Amazon Marketplace,39,0,5.85,33.15,2026-04-06
ORD002067,Amazon Marketplace,199.43,0,29.91,169.52,2026-04-04
ORD002068,TikTok Payments,61.27,1.23,3.68,56.36,2026-04-20
ORD002069,Amazon Marketplace,79.17,0,11.88,67.29,2026-04-15
ORD002070,Walmart Marketplace,55.04,0,6.6,48.44,2026-03-14
ORD002071,Amazon Marketplace,43.02,0,6.45,36.57,2025-08-19
ORD002072,Shopify Payments,234.75,7.11,0,227.64,2026-03-20
ORD002075,Shopify Payments,85.21,2.77,0,82.44,2026-06-14
ORD002076,Shopify Payments,183.72,5.63,0,178.09,2026-04-22
ORD002077,Amazon Marketplace,41.16,0,6.17,34.99,2025-11-20
ORD002079,Amazon Marketplace,217.99,0,32.7,185.29,2025-10-18
ORD002080,TikTok Payments,22.21,0.44,1.33,20.44,2025-11-15
ORD002081,Shopify Payments,73.39,2.43,0,70.96,2026-04-27
ORD002082,Shopify Payments,231.91,7.03,0,224.88,2026-05-21
ORD002083,TikTok Payments,223.3,4.47,13.4,205.43,2025-11-29
ORD002084,TikTok Payments,221.41,4.43,13.28,203.7,2026-07-25
ORD002085,Shopify Payments,226.12,6.86,0,219.26,2025-12-05
ORD002086,TikTok Payments,248.44,4.97,14.91,228.56,2025-12-17
ORD002087,Walmart Marketplace,29.66,0,3.56,26.1,2025-08-11
ORD002088,TikTok Payments,203.24,4.06,12.19,186.99,2025-10-10
ORD002089,Walmart Marketplace,193.41,0,23.21,170.2,2026-07-13
ORD002090,Shopify Payments,27.44,1.1,0,26.34,2025-09-22
ORD002091,Shopify Payments,168.42,5.18,0,163.24,2026-03-03
ORD002092,Walmart Marketplace,124.85,0,14.98,109.87,2026-04-20
ORD002093,Shopify Payments,176.76,5.43,0,171.33,2025-12-29
ORD002094,TikTok Payments,51.78,1.04,3.11,47.63,2025-08-28
ORD002095,TikTok Payments,168.28,3.37,10.1,154.81,2025-09-27
ORD002096,Shopify Payments,41.84,1.51,0,40.33,2026-05-10
ORD002098,Shopify Payments,224,6.8,0,217.2,2025-08-09
ORD002099,TikTok Payments,90.87,1.82,5.45,83.6,2025-09-06
ORD002100,Amazon Marketplace,82.8,0,12.42,70.38,2026-05-26
ORD002101,Shopify Payments,15.12,0.74,0,14.38,2026-02-18
ORD002102,TikTok Payments,268.09,5.36,16.09,246.64,2025-10-25
ORD002103,Amazon Marketplace,44.42,0,6.66,37.76,2026-01-02
ORD002104,Walmart Marketplace,395.06,0,47.41,347.65,2026-01-18
ORD002105,Amazon Marketplace,198.77,0,29.82,168.95,2026-01-31
ORD002106,Walmart Marketplace,148.53,0,17.82,130.71,2025-12-19
ORD002107,Walmart Marketplace,348.33,0,41.8,306.53,2025-10-08
ORD002108,TikTok Payments,164.53,3.29,9.87,151.37,2025-12-24
ORD002109,Walmart Marketplace,77.67,0,9.32,68.35,2025-12-07
ORD002110,TikTok Payments,207.88,4.16,12.47,191.25,2026-05-10
ORD002111,Shopify Payments,105.06,3.35,0,101.71,2025-11-30
ORD002112,Walmart Marketplace,58.98,0,7.08,51.9,2026-06-06
ORD002113,TikTok Payments,313.41,6.27,18.8,288.34,2026-08-03
ORD002114,Walmart Marketplace,90.64,0,10.88,79.76,2026-03-17
ORD002116,Walmart Marketplace,439.99,0,52.8,387.19,2025-09-09
ORD002117,Walmart Marketplace,115.89,0,13.91,101.98,2026-07-18
ORD002119,Amazon Marketplace,83.03,0,12.45,70.58,2025-10-09
ORD002120,Shopify Payments,44.42,1.59,0,42.83,2025-09-27
ORD002121,Amazon Marketplace,93.96,0,14.09,79.87,2026-05-27
ORD002123,TikTok Payments,197.14,3.94,11.83,181.37,2025-08-21
ORD002124,Amazon Marketplace,99.84,0,14.98,84.86,2026-04-26
ORD002125,Shopify Payments,326.34,9.76,0,316.58,2025-08-28
ORD002126,Walmart Marketplace,109.49,0,13.14,96.35,2025-11-23
ORD002128,TikTok Payments,139.68,2.79,8.38,128.51,2026-04-15
ORD002129,TikTok Payments,44.49,0.89,2.67,40.93,2026-01-13
ORD002132,Walmart Marketplace,321.36,0,38.56,282.8,2026-01-27
ORD002133,TikTok Payments,236.2,4.72,14.17,217.31,2026-01-10
ORD002134,TikTok Payments,290.88,5.82,17.45,267.61,2025-11-16
ORD002136,Amazon Marketplace,224.08,0,33.61,190.47,2026-05-28
ORD002137,Walmart Marketplace,212.7,0,25.52,187.18,2026-02-24
ORD002138,Amazon Marketplace,128.63,0,19.29,109.34,2025-09-21
ORD002139,Amazon Marketplace,198.38,0,29.76,168.62,2025-12-21
ORD002140,Amazon Marketplace,91.21,0,13.68,77.53,2026-01-22
ORD002141,Amazon Marketplace,175.8,0,26.37,149.43,2025-09-21
ORD002142,Shopify Payments,340.6,10.18,0,330.42,2025-11-16
ORD002143,Shopify Payments,230.48,6.98,0,223.5,2026-04-17
ORD002145,Shopify Payments,123.21,3.87,0,119.34,2026-03-15
ORD002146,TikTok Payments,174.08,3.48,10.44,160.16,2026-02-07
ORD002147,Shopify Payments,227.17,6.89,0,220.28,2026-02-18
ORD002148,Shopify Payments,298.41,8.95,0,289.46,2026-04-14
ORD002151,Amazon Marketplace,365.15,0,54.77,310.38,2025-11-03
ORD002152,Walmart Marketplace,169.92,0,20.39,149.53,2026-01-09
ORD002153,Shopify Payments,212.03,6.45,0,205.58,2026-03-16
ORD002154,Amazon Marketplace,322.26,0,48.34,273.92,2025-08-30
ORD002155,TikTok Payments,81.09,1.62,4.87,74.6,2025-08-03
ORD002156,TikTok Payments,182.47,3.65,10.95,167.87,2025-10-21
ORD002157,TikTok Payments,66.63,1.33,4,61.3,2025-11-27
ORD002158,Amazon Marketplace,221.91,0,33.29,188.62,2025-10-31
ORD002159,Walmart Marketplace,140.92,0,16.91,124.01,2026-06-02
ORD002160,TikTok Payments,188.82,3.78,11.33,173.71,2025-09-25
ORD002161,TikTok Payments,230.58,4.61,13.83,212.14,2026-05-24
ORD002163,Walmart Marketplace,199.24,0,23.91,175.33,2025-11-29
ORD002164,TikTok Payments,232.38,4.65,13.94,213.79,2025-12-06
ORD002165,Amazon Marketplace,22.21,0,3.33,18.88,2025-09-25
ORD002167,Walmart Marketplace,193.92,0,23.27,170.65,2026-02-18
ORD002169,Shopify Payments,129.37,4.05,0,125.32,2026-01-10
ORD002170,Amazon Marketplace,154.43,0,23.16,131.27,2025-10-15
ORD002171,Shopify Payments,301.3,9.04,0,292.26,2025-09-17
ORD002172,Walmart Marketplace,177.75,0,21.33,156.42,2026-01-04
ORD002173,Shopify Payments,225.89,6.85,0,219.04,2026-02-20
ORD002176,Shopify Payments,201.29,6.14,0,195.15,2026-02-07
ORD002177,Amazon Marketplace,207.88,0,31.18,176.7,2026-03-14
ORD002178,Shopify Payments,218.2,6.63,0,211.57,2026-06-16
ORD002179,Amazon Marketplace,90.57,0,13.59,76.98,2026-04-26
ORD002180,Shopify Payments,178.24,5.47,0,172.77,2026-06-06
ORD002181,Shopify Payments,15.12,0.74,0,14.38,2025-12-13
ORD002182,Shopify Payments,168.05,5.17,0,162.88,2025-08-23
ORD002183,Walmart Marketplace,201.31,0,24.16,177.15,2026-01-10
ORD002185,Amazon Marketplace,60.48,0,9.07,51.41,2026-05-23
ORD002186,Walmart Marketplace,31.61,0,3.79,27.82,2025-08-25
ORD002187,TikTok Payments,394.23,7.88,23.65,362.7,2026-01-19
ORD002188,Amazon Marketplace,82.56,0,12.38,70.18,2025-08-17
ORD002189,Shopify Payments,77.42,2.55,0,74.87,2026-01-22
ORD002190,Shopify Payments,86.04,2.8,0,83.24,2026-07-20
ORD002191,Walmart Marketplace,333.06,0,39.97,293.09,2025-09-08
ORD002192,Amazon Marketplace,78.32,0,11.75,66.57,2026-07-10
ORD002193,Walmart Marketplace,193.92,0,23.27,170.65,2025-12-09
ORD002194,Walmart Marketplace,31.32,0,3.76,27.56,2026-03-21
ORD002195,Amazon Marketplace,226.01,0,33.9,192.11,2026-01-21
ORD002196,Shopify Payments,456.08,13.53,0,442.55,2026-03-07
ORD002197,Shopify Payments,133.36,4.17,0,129.19,2026-01-01
ORD002198,Walmart Marketplace,167.39,0,20.09,147.3,2026-05-12
ORD002199,Walmart Marketplace,178.81,0,21.46,157.35,2026-04-13
ORD002200,Walmart Marketplace,239.74,0,28.77,210.97,2026-01-18
ORD002201,Shopify Payments,202.06,6.16,0,195.9,2025-11-16
ORD002202,Amazon Marketplace,215.39,0,32.31,183.08,2025-09-23
ORD002203,Shopify Payments,22.39,0.95,0,21.44,2026-01-01
ORD002206,Walmart Marketplace,220.24,0,26.43,193.81,2025-10-14
ORD002207,Shopify Payments,222.15,6.74,0,215.41,2026-06-05
ORD002208,Shopify Payments,187.02,5.72,0,181.3,2026-03-24
ORD002209,Shopify Payments,36.35,1.35,0,35,2026-01-22
ORD002210,Amazon Marketplace,102.74,0,15.41,87.33,2026-06-29
ORD002211,Amazon Marketplace,264.6,0,39.69,224.91,2026-05-03
ORD002212,Amazon Marketplace,157.59,0,23.64,133.95,2026-08-01
ORD002213,Walmart Marketplace,250.06,0,30.01,220.05,2025-12-28
ORD002214,TikTok Payments,242.31,4.85,14.54,222.92,2025-09-04
ORD002215,Walmart Marketplace,139.03,0,16.68,122.35,2026-01-25
ORD002216,Walmart Marketplace,170.42,0,20.45,149.97,2026-07-01
ORD002217,TikTok Payments,327.73,6.55,19.66,301.52,2025-09-12
ORD002218,Shopify Payments,62.64,2.12,0,60.52,2025-10-31
ORD002221,Shopify Payments,83.34,2.72,0,80.62,2025-12-30
ORD002222,Walmart Marketplace,222.73,0,26.73,196,2026-02-28
ORD002223,Amazon Marketplace,449.85,0,67.48,382.37,2025-09-07
ORD002224,TikTok Payments,227.28,4.55,13.64,209.09,2026-01-03
ORD002225,Shopify Payments,35.23,1.32,0,33.91,2026-06-30
ORD002226,Walmart Marketplace,132.09,0,15.85,116.24,2025-12-07
ORD002229,TikTok Payments,71.45,1.43,4.29,65.73,2025-10-26
ORD002230,Amazon Marketplace,60.38,0,9.06,51.32,2025-12-17
ORD002231,Shopify Payments,328.65,9.83,0,318.82,2026-05-26
ORD002232,Shopify Payments,127.4,3.99,0,123.41,2025-09-30
ORD002233,Shopify Payments,14.83,0.73,0,14.1,2025-08-26
ORD002234,TikTok Payments,159.75,3.2,9.58,146.97,2026-02-15
ORD002235,TikTok Payments,75.8,1.52,4.55,69.73,2026-04-04
ORD002236,Walmart Marketplace,201.26,0,24.15,177.11,2025-09-21
ORD002240,Shopify Payments,281.61,8.47,0,273.14,2026-07-15
ORD002241,Walmart Marketplace,110.68,0,13.28,97.4,2026-06-07
ORD002242,Walmart Marketplace,411.22,0,49.35,361.87,2025-12-23
ORD002244,Walmart Marketplace,512.69,0,61.52,451.17,2026-05-18
ORD002245,TikTok Payments,229.92,4.6,13.8,211.52,2026-06-15
ORD002247,Amazon Marketplace,97.17,0,14.58,82.59,2026-06-20
ORD002248,TikTok Payments,180.3,3.61,10.82,165.87,2025-09-27
ORD002249,TikTok Payments,49.16,0.98,2.95,45.23,2025-10-31
ORD002250,TikTok Payments,261.18,5.22,15.67,240.29,2025-09-09
ORD002251,TikTok Payments,194.6,3.89,11.68,179.03,2025-09-26
ORD002252,Shopify Payments,224.9,6.82,0,218.08,2025-11-05
ORD002253,Walmart Marketplace,187.12,0,22.45,164.67,2025-10-24
ORD002254,TikTok Payments,226.72,4.53,13.6,208.59,2025-10-07
ORD002255,Shopify Payments,225.38,6.84,0,218.54,2026-03-18
ORD002256,Shopify Payments,199.68,6.09,0,193.59,2025-09-25
ORD002258,Shopify Payments,27.67,1.1,0,26.57,2026-05-17
ORD002259,Amazon Marketplace,136.62,0,20.49,116.13,2026-04-20
ORD002260,Walmart Marketplace,30.19,0,3.62,26.57,2025-09-08
ORD002261,Amazon Marketplace,266.54,0,39.98,226.56,2025-10-16
ORD002262,Shopify Payments,168.42,5.18,0,163.24,2026-05-25
ORD002266,Walmart Marketplace,54.88,0,6.59,48.29,2026-05-29
ORD002267,Shopify Payments,207.68,6.32,0,201.36,2026-03-03
ORD002268,TikTok Payments,41.16,0.82,2.47,37.87,2026-05-24
ORD002269,Walmart Marketplace,220.81,0,26.5,194.31,2026-03-22
ORD002270,Walmart Marketplace,313.4,0,37.61,275.79,2026-01-31
ORD002271,Amazon Marketplace,191.6,0,28.74,162.86,2026-04-30
ORD002272,TikTok Payments,225.08,4.5,13.5,207.08,2026-07-25
ORD002273,TikTok Payments,138.24,2.76,8.29,127.19,2026-07-10
ORD002274,TikTok Payments,180.56,3.61,10.83,166.12,2026-03-09
ORD002275,Walmart Marketplace,60.38,0,7.25,53.13,2026-04-15
ORD002276,Amazon Marketplace,268.21,0,40.23,227.98,2026-04-11
ORD002277,Amazon Marketplace,342,0,51.3,290.7,2026-04-07
ORD002278,TikTok Payments,197.25,3.95,11.83,181.47,2025-12-06
ORD002279,TikTok Payments,19.5,0.39,1.17,17.94,2026-07-04
ORD002281,Shopify Payments,83.55,2.72,0,80.83,2025-11-28
ORD002283,TikTok Payments,67.17,1.34,4.03,61.8,2026-01-19
ORD002284,Shopify Payments,49.94,1.75,0,48.19,2025-08-23
ORD002286,Shopify Payments,35.23,1.32,0,33.91,2026-01-15
ORD002287,Amazon Marketplace,132.96,0,19.94,113.02,2026-04-12
ORD002288,Shopify Payments,218.61,6.64,0,211.97,2025-11-22
ORD002290,Walmart Marketplace,41.16,0,4.94,36.22,2025-11-24
ORD002292,Shopify Payments,155.34,4.8,0,150.54,2025-08-19
ORD002293,TikTok Payments,498.88,9.98,29.93,458.97,2025-12-17
ORD002295,Shopify Payments,58.74,2,0,56.74,2025-08-26
ORD002296,TikTok Payments,243.44,4.87,14.61,223.96,2025-12-01
ORD002297,TikTok Payments,33.48,0.67,2.01,30.8,2026-01-29
ORD002298,Walmart Marketplace,153,0,18.36,134.64,2026-02-01
ORD002299,Shopify Payments,199.76,6.09,0,193.67,2025-08-12
ORD002300,TikTok Payments,169.02,3.38,10.14,155.5,2025-08-24
ORD002301,Walmart Marketplace,81.19,0,9.74,71.45,2025-12-29
ORD002302,TikTok Payments,154.52,3.09,9.27,142.16,2026-06-21
ORD002303,Walmart Marketplace,105.69,0,12.68,93.01,2025-11-28
ORD002304,TikTok Payments,214.95,4.3,12.9,197.75,2025-08-31
ORD002305,Shopify Payments,219.52,6.67,0,212.85,2026-04-04
ORD002306,Amazon Marketplace,142.83,0,21.42,121.41,2026-07-10
ORD002308,Amazon Marketplace,339.03,0,50.85,288.18,2025-09-13
ORD002310,Shopify Payments,172.08,5.29,0,166.79,2026-03-16
ORD002311,TikTok Payments,54.55,1.09,3.27,50.19,2026-02-15
ORD002312,TikTok Payments,103.56,2.07,6.21,95.28,2025-12-29
ORD002314,Shopify Payments,9.75,0.58,0,9.17,2026-03-11
ORD002315,TikTok Payments,199.76,4,11.99,183.77,2026-03-06
ORD002316,Shopify Payments,172.08,5.29,0,166.79,2026-06-01
ORD002317,TikTok Payments,108.18,2.16,6.49,99.53,2026-05-16
ORD002319,TikTok Payments,214.09,4.28,12.85,196.96,2025-08-16
ORD002320,TikTok Payments,97.7,1.95,5.86,89.89,2026-01-24
ORD002321,Shopify Payments,154.78,4.79,0,149.99,2026-07-15
ORD002322,Walmart Marketplace,105.69,0,12.68,93.01,2026-06-20
ORD002323,Shopify Payments,276.81,8.33,0,268.48,2026-03-08
ORD002324,Walmart Marketplace,86.4,0,10.37,76.03,2026-04-19
ORD002325,Amazon Marketplace,193.92,0,29.09,164.83,2025-10-21
ORD002326,Walmart Marketplace,148.9,0,17.87,131.03,2025-12-10
ORD002328,Amazon Marketplace,43.02,0,6.45,36.57,2026-02-09
ORD002329,Shopify Payments,70.69,2.35,0,68.34,2026-02-07
ORD002330,Amazon Marketplace,109.1,0,16.36,92.74,2025-10-07
ORD002331,TikTok Payments,193.09,3.86,11.59,177.64,2025-08-27
ORD002332,Amazon Marketplace,150.94,0,22.64,128.3,2026-01-31
ORD002333,Walmart Marketplace,197.25,0,23.67,173.58,2025-09-18
ORD002335,Shopify Payments,115.44,3.65,0,111.79,2026-07-13
ORD002336,Walmart Marketplace,108.02,0,12.96,95.06,2026-06-30
ORD002337,Walmart Marketplace,145.84,0,17.5,128.34,2025-12-21
ORD002338,TikTok Payments,56.84,1.14,3.41,52.29,2026-05-05
ORD002339,Shopify Payments,29.49,1.16,0,28.33,2025-08-29
ORD002340,Shopify Payments,142.32,4.43,0,137.89,2026-02-08
ORD002341,TikTok Payments,337.12,6.74,20.23,310.15,2026-04-09
ORD002342,Shopify Payments,280.32,8.43,0,271.89,2025-10-04
ORD002343,Amazon Marketplace,70.64,0,10.6,60.04,2025-08-24
ORD002344,Shopify Payments,129.45,4.05,0,125.4,2025-11-01
ORD002345,TikTok Payments,188.48,3.77,11.31,173.4,2026-05-04
ORD002346,Amazon Marketplace,105.79,0,15.87,89.92,2026-01-25
ORD002348,Amazon Marketplace,175.6,0,26.34,149.26,2026-02-27
ORD002352,Amazon Marketplace,238.34,0,35.75,202.59,2025-12-28
ORD002353,TikTok Payments,162.08,3.24,9.72,149.12,2025-12-24
ORD002355,Amazon Marketplace,180.16,0,27.02,153.14,2025-11-26
ORD002356,Amazon Marketplace,226.98,0,34.05,192.93,2026-01-05
ORD002358,Amazon Marketplace,241.95,0,36.29,205.66,2026-06-05
ORD002359,Amazon Marketplace,24.58,0,3.69,20.89,2025-12-19
ORD002360,Walmart Marketplace,125.37,0,15.04,110.33,2026-04-28
ORD002361,Shopify Payments,130.56,4.09,0,126.47,2026-03-16
ORD002362,TikTok Payments,54.28,1.09,3.26,49.93,2025-08-22
ORD002363,Amazon Marketplace,58.74,0,8.81,49.93,2026-06-12
ORD002364,Shopify Payments,152.41,4.72,0,147.69,2026-03-31
ORD002366,Amazon Marketplace,84.14,0,12.62,71.52,2025-12-16
ORD002368,Shopify Payments,287.19,8.63,0,278.56,2025-12-03
